OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3001,WHITE,SALOON,1971,1979,5,0,NEW,PRIVATE,PEUGEOT,504,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1979
3002,GOLD,HATCHBACK,1769,2005,5,1245,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 HATCH AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3003,RED,SALOON,5665,2005,9,2129,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,245,NONE,S V8 AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3004,BLUE,HATCHBACK,1796,2003,10,1690,NEW,PRIVATE,HOLDEN,ASTRA,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,85,NONE,CD HATCH 1.8L AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3005,SILVER,HATCHBACK,1796,2003,6,1640,NEW,PRIVATE,HOLDEN,ASTRA,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,85,NONE,CITY HATCH 1.8L MAN,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3006,BLUE,SALOON,1796,2003,7,1690,NEW,PRIVATE,HOLDEN,ASTRA,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,85,NONE,CITY SEDAN 1.8L MAN,WHANGANUI DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3007,SILVER,SALOON,2946,2005,7,0,NEW,PRIVATE,PEUGEOT,407,PETROL,0,5,IMPORTED BUILT-UP,FRANCE,155,NONE,V6 3.0 5DR 6SP A P,NAPIER CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3008,BLACK,STATION WAGON,1968,2012,4,2185,NEW,PRIVATE,AUDI,Q3,DIESEL,0,5,IMPORTED BUILT-UP,GERMANY,130,NONE,2.0 TDI Q S TRONIC,AUCKLAND,7-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
3009,SILVER,SALOON,1800,1990,5,0,NEW,UNKNOWN,SUBARU,LEGACY,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,DL 1.8,WHANGAREI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3010,GOLD,SALOON,1725,1973,5,0,NEW,PRIVATE,SUNBEAM,SCEPTRE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,HURUNUI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
3011,GOLD,MOTORCYCLE,996,2009,1,0,USED,PRIVATE,HONDA,XL,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,0,AUSTRALIA,1000V,NAPIER CITY,,MOTORCYCLE,PRIVATE PASSENGER,1998
3012,SILVER,SALOON,3498,2006,4,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL ST,KAPITI COAST DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3013,RED,HATCHBACK,1997,2010,1,1921,NEW,PRIVATE,PEUGEOT,308,DIESEL,2,5,IMPORTED BUILT-UP,FRANCE,100,NONE,HDI AUTO,PORIRUA CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
3014,SILVER,STATION WAGON,1990,2009,11,1815,USED,PRIVATE,PEUGEOT,307,PETROL,2,7,IMPORTED BUILT-UP,FRANCE,0,JAPAN,SW,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3015,SILVER,HATCHBACK,1769,2005,3,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,WESTERN BAY OF PLENTY DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3016,SILVER,STATION WAGON,2362,2009,12,1875,USED,PRIVATE,TOYOTA,IPSUM,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,240S,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3017,GREY,SALOON,3498,2006,3,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL TI LTHR,NAPIER CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3018,SILVER,HATCHBACK,1330,2007,10,1275,USED,PRIVATE,HONDA,FIT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3019,SILVER,SALOON,3497,2006,3,2095,NEW,PRIVATE,MITSUBISHI,DIAMANTE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,163,NONE,3.5P VR-X SEDAN A,TAURANGA CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3020,RED,HATCHBACK,1295,1989,8,0,NEW,PRIVATE,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,1.3XL,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3021,SILVER,LIGHT VAN,3378,2005,7,2390,USED,PRIVATE,TOYOTA,LANDCRUISER,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,PRADO TX,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3022,SILVER,STATION WAGON,2488,2005,9,2913,NEW,PRIVATE,NISSAN,PATHFINDER,DIESEL,2,7,IMPORTED BUILT-UP,SPAIN,128,NONE,2.5 4WD ST AUTO,WHANGAREI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3023,WHITE,STATION WAGON,3954,2007,8,3000,NEW,PRIVATE,NISSAN,PATHFINDER,PETROL,2,7,IMPORTED BUILT-UP,SPAIN,198,NONE,4.0 4WD TI AUTO,WHANGAREI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3024,RED,SALOON,2000,1989,4,0,NEW,UNKNOWN,HONDA,PRELUDE,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,4WS,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3025,GREY,FLAT-DECK TRAILER,0,2004,10,3000,NEW,PRIVATE,TRAILER,HOMEMADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,HAMILTON CITY,,TRAILER/CARAVAN,OTHER GOODS,2004
3026,GREY,BOAT TRAILER,0,2005,9,0,NEW,UNKNOWN,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,NEW PLYMOUTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1995
3027,WHITE,DOMESTIC TRAILER,0,2008,7,1250,NEW,UNKNOWN,BRIFORD,8X5 SHUTTLE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,CHRISTCHURCH CITY,,TRAILER/CARAVAN,OTHER GOODS,2008
3028,BLUE,STATION WAGON,2450,2003,4,1695,USED,PRIVATE,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GRANDWAGON,WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3029,SILVER,STATION WAGON,3956,2003,2,2850,NEW,PRIVATE,TOYOTA,LANDCRUISER,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,179,NONE,4.0 P V6 4WD VX 4A,CHRISTCHURCH CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3030,GREY,DOMESTIC TRAILER,0,2005,3,0,NEW,UNKNOWN,TRAILER,HOMEMADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,SOUTHLAND DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3031,WHITE,STATION WAGON,2990,2005,7,1995,USED,PRIVATE,HONDA,ODYSSEY,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,PRESTIGE,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3032,BLUE,STATION WAGON,3778,2007,8,2850,NEW,PRIVATE,KIA,CARNIVAL,PETROL,0,8,IMPORTED BUILT-UP,SOUTH KOREA,184,NONE,3.8 V6 AUTO,TAURANGA CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3033,RED,SALOON,3565,2005,10,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,190,NONE,S V6 AUTO,CHRISTCHURCH CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3034,GREY,UTILITY,3565,2005,7,2685,NEW,PRIVATE,HOLDEN,CREWMAN,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,CROSS 6 AUTO,RUAPEHU DISTRICT,4-GEAR AUTO,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2005
3035,SILVER,HATCHBACK,1490,2007,11,1265,USED,PRIVATE,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3036,BLUE,STATION WAGON,3954,2005,7,3000,NEW,PRIVATE,NISSAN,PATHFINDER,PETROL,2,7,IMPORTED BUILT-UP,SPAIN,198,NONE,4.0 4WD TI AUTO,GISBORNE DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3037,SILVER,DOMESTIC TRAILER,0,2004,8,2500,NEW,UNKNOWN,FACTORY BUILT,BRENT SMITH TRAILERS,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,PALMERSTON NORTH CITY,,TRAILER/CARAVAN,OTHER GOODS,2004
3038,WHITE,UTILITY,2477,2012,6,2930,NEW,PRIVATE,MITSUBISHI,TRITON,DIESEL,0,5,IMPORTED BUILT-UP,THAILAND,133,NONE,4WD 2.5D D/CAB GLS M,HASTINGS DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
3039,YELLOW,DOMESTIC TRAILER,0,2005,10,0,SCRATCH,UNKNOWN,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIMAKARIRI DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1985
3040,GREEN,STATION WAGON,2982,2006,7,2165,USED,PRIVATE,TOYOTA,HILUX,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SURF,KAPITI COAST DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3041,SILVER,DOMESTIC TRAILER,0,2004,10,1000,NEW,UNKNOWN,PINTO,CROSS-COUNTRY,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WHANGAREI DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2004
3042,WHITE,LIGHT VAN,2494,2008,6,3166,USED,PRIVATE,TOYOTA,HIACE,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WELLINGTON CITY,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2005
3043,BLUE,SALOON,1468,2003,3,1285,USED,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,MX,KAIPARA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3044,BLACK,SALOON,3498,2006,1,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL ST,HAMILTON CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3045,SILVER,DOMESTIC TRAILER,0,2011,11,2500,NEW,UNKNOWN,TRAILER,ELITE 10X5T,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIMAKARIRI DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2011
3046,GOLD,HATCHBACK,1769,2005,3,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,TAUPO DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3047,SILVER,SALOON,1990,2003,7,1755,USED,PRIVATE,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,B4,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3048,GREEN,HATCHBACK,1320,2005,2,1195,USED,PRIVATE,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,SOUTH TARANAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3049,SILVER,HATCHBACK,1668,2005,12,1660,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,96,NONE,VTX 1.7 5D HB 4A,CHRISTCHURCH CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3050,RED,STATION WAGON,1975,2005,5,1655,USED,PRIVATE,HONDA,CRV,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3051,GREEN,STATION WAGON,1990,2003,1,1730,USED,PRIVATE,MITSUBISHI,RVR,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SPORTSGEAR,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3052,GREY,SALOON,1996,2003,3,1605,USED,PRIVATE,HONDA,ASCOT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
3053,GOLD,STATION WAGON,1460,2006,9,1455,USED,PRIVATE,MITSUBISHI,MIRAGE,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,DINGO,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3054,RED,TRACTOR,2140,2005,2,3,NEW,UNKNOWN,TRACTOR,CASE,DIESEL,0,0,IMPORTED BUILT-UP,OTHER,0,NONE,,NELSON CITY,,TRACTOR,OTHER,1993
3055,CREAM,UTILITY,3310,1978,1,1999,NEW,PRIVATE,HOLDEN,KINGSWOOD,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,INVERCARGILL CITY,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1978
3056,BLUE,SALOON,1840,2003,2,1505,USED,PRIVATE,HONDA,TORNEO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3057,BLUE,HATCHBACK,1340,2005,7,1345,USED,PRIVATE,HYUNDAI,GETZ,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,0,JAPAN,TB,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3058,WHITE,OTHER TRUCK,6920,2003,5,15100,USED,COMMERCIAL ROAD TRANSPORT,NISSAN,CONDOR,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,PK250 TRANSPORTER,CHRISTCHURCH CITY,,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1994
3059,WHITE,SELF PROPELLED CARAVAN,2800,2007,2,3850,NEW,PRIVATE,FIAT,DUCATO,DIESEL,2,4,IMPORTED BUILT-UP,ITALY,94,NONE,2.8,TIMARU DISTRICT,5-GEAR MANUAL,MOTOR CARAVAN,PRIVATE PASSENGER,2007
3060,YELLOW,UTILITY,4230,1977,10,1999,NEW,PRIVATE,TOYOTA,LANDCRUISER,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,CENTRAL HAWKE'S BAY DISTRICT,,PASSENGER CAR/VAN,OTHER,1977
3061,BLUE,DOMESTIC TRAILER,0,2004,9,0,NEW,UNKNOWN,TRAILER,BARNETT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,MARLBOROUGH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2004
3062,RED,MOTORCYCLE,998,2006,5,0,NEW,PRIVATE,DUCATI,999,PETROL,0,0,IMPORTED BUILT-UP,ITALY,91,NONE,,KAPITI COAST DISTRICT,,MOTORCYCLE,PRIVATE PASSENGER,2006
3063,WHITE,SPORTS CAR,1587,1989,3,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GLX,RANGITIKEI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3064,SILVER,HATCHBACK,990,2008,1,1125,USED,PRIVATE,TOYOTA,VITZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,MASTERTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3065,WHITE,STATION WAGON,1834,2006,9,1615,USED,PRIVATE,MITSUBISHI,PAJERO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,MASTERTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3066,SILVER,DOMESTIC TRAILER,0,2009,10,1235,NEW,UNKNOWN,TRAILER,PRESCOTT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,2009
3067,SILVER,DOMESTIC TRAILER,0,2008,1,0,NEW,UNKNOWN,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,NEW PLYMOUTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2008
3068,WHITE,HATCHBACK,1796,2003,10,1640,NEW,PRIVATE,HOLDEN,ASTRA,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,85,NONE,CITY HATCH 1.8L AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3069,SILVER,STATION WAGON,1830,2005,7,1610,USED,PRIVATE,MITSUBISHI,RVR,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3070,BLUE,STATION WAGON,3310,1978,12,0,NEW,PRIVATE,HOLDEN,KINGSWOOD,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,GORE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
3071,SILVER,STATION WAGON,1760,2006,11,1505,USED,PRIVATE,TOYOTA,CALDINA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WAITAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3072,GREEN,SALOON,5737,2003,2,1641,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,255,NONE,HSV CLUBSPORT R8 AUT,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3073,SILVER,STATION WAGON,1330,2006,8,1275,USED,PRIVATE,HONDA,FIT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3074,BLUE,HATCHBACK,1124,1989,11,0,NEW,PRIVATE,CITROEN,AX11TRE,PETROL,0,5,UNKNOWN,FRANCE,0,NONE,,SOUTH TARANAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3075,GREY,MOTORCYCLE,996,2006,11,0,NEW,PRIVATE,SUZUKI,SV1000,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,110,NONE,SK6,CHRISTCHURCH CITY,,MOTORCYCLE,PRIVATE PASSENGER,2006
3076,GREY,SALOON,1998,1989,11,0,NEW,PRIVATE,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,2.0 GL,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3077,WHITE,FLAT-DECK TRUCK,3310,1978,1,3499,NEW,PRIVATE,HOLDEN,TRUCK,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,MARLBOROUGH DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1978
3078,RED,SALOON,2200,1988,10,0,NEW,PRIVATE,PEUGEOT,505 GTI,PETROL,0,5,UNKNOWN,FRANCE,0,NONE,,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1988
3079,GREEN,HATCHBACK,1296,1988,10,0,NEW,PRIVATE,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,1.3GL,GISBORNE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1988
3080,BLACK,LIGHT VAN,1275,1977,3,1999,NEW,PRIVATE,AUSTIN,,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,STRATFORD DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER,1977
3081,BLUE,HEAVY VAN,2279,1978,4,3499,NEW,UNKNOWN,BEDFORD,CF,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,SELWYN DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1978
3082,GREY,DOMESTIC TRAILER,0,2005,12,0,NEW,UNKNOWN,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,SELWYN DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3083,GREY,STATION WAGON,1968,2008,7,0,NEW,PRIVATE,SKODA,OCTAVIA,DIESEL,0,5,IMPORTED BUILT-UP,CZECH REPUBLIC,103,NONE,SCOUT 2.0 TDI,DUNEDIN CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3084,GREY,STATION WAGON,2488,2005,9,0,USED,PRIVATE,NISSAN,PRIMERA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NAPIER CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3085,BLUE,HATCHBACK,1290,2005,7,1195,USED,PRIVATE,MITSUBISHI,MIRAGE,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NAPIER CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3086,BLUE,HATCHBACK,1769,2005,3,1245,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 HATCH AUTO,SELWYN DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3087,BLUE,HATCHBACK,1769,2005,4,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,2,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,MARLBOROUGH DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3088,BLUE,SALOON,3498,2006,2,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL SI,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3089,BLUE,HATCHBACK,1780,2007,5,1465,USED,PRIVATE,AUDI,A3,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3090,BLUE,STATION WAGON,1970,2003,3,1655,USED,PRIVATE,HONDA,CRV,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
3091,BLACK,DOMESTIC TRAILER,0,2006,4,300,NEW,UNKNOWN,TRAILER,LOADER 8X4,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TIMARU DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2006
3092,WHITE,HATCHBACK,1489,2003,3,1325,USED,PRIVATE,MAZDA,FAMILIA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3093,BLUE,SALOON,3900,1989,2,0,NEW,PRIVATE,FORD,FAIRMONT,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,HOROWHENUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3094,GOLD,HATCHBACK,1769,2005,9,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3095,SILVER,STATION WAGON,1496,2009,12,1365,USED,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,FIELDER X G-EDITION,WESTERN BAY OF PLENTY DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3096,SILVER,SALOON,1989,2009,11,1665,USED,PRIVATE,TOYOTA,VEROSSA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3097,GOLD,SALOON,3498,2007,2,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL TI LTHR,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3098,RED,UTILITY,4343,1977,9,1999,NEW,UNKNOWN,CHRYSLER,VALIANT AUTO,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,GORE DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1977
3099,WHITE,SELF PROPELLED CARAVAN,2279,1977,1,1999,NEW,PRIVATE,BEDFORD,CF,DIESEL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,LOWER HUTT CITY,,MOTOR CARAVAN,PRIVATE PASSENGER,1977
